aspect,keyword_matched,sentence,sentiment_score,review_id,product_id,brand
Weight,lightweight,Heritage brand and lightweight,0.0,R7AMKOH109ZDO0,B058CA466A,VIP
Material,build,The build quality is really impressive,0.5563,R7AMKOH109ZDO0,B058CA466A,VIP
Durability,build quality,The build quality is really impressive,0.5563,R7AMKOH109ZDO0,B058CA466A,VIP
Size & Capacity,fits,Fits all airline requirements,0.0,R5BFYCW8IHYFZ9,B058CA466A,VIP
Wheels,wheels,wheels is of great quality,0.6249,R5BFYCW8IHYFZ9,B058CA466A,VIP
Durability,quality,wheels is of great quality,0.6249,R5BFYCW8IHYFZ9,B058CA466A,VIP
Weight,lightweight,Lightweight is great but outdated design is disappointing,-0.4118,RCZQ991P778RNK,B1BF83D3D2,VIP
Size & Capacity,compartments,The compartments impressed me the most,0.4767,RSJ5YWX0I3A4KF,B1BF83D3D2,VIP
Material,build,The build quality makes it very convenient to use,0.0,RQT3DGD8OPOCMV,B1BF83D3D2,VIP
Durability,build quality,The build quality makes it very convenient to use,0.0,RQT3DGD8OPOCMV,B1BF83D3D2,VIP
Zipper,zipper,The zipper is even better than my previous bag,0.4404,RLBVN7NPRB58YJ,B1BF83D3D2,VIP
Weight,lightweight,Heritage brand and lightweight,0.0,RQPH6GB6P8KH7R,B1BF83D3D2,VIP
Durability,quality,VIP quality is reliable,0.6166,RQPH6GB6P8KH7R,B1BF83D3D2,VIP
Size & Capacity,spacious,Compact yet spacious,0.0,RH0UFX3030A67R,B1BF83D3D2,VIP
Weight,weight,The weight deserves special mention,0.4019,RH0UFX3030A67R,B1BF83D3D2,VIP
Zipper,zip,Heritage brand is great but zip problems is disappointing,-0.743,RWXUB0GZ1VHHGY,B1BF83D3D2,VIP
Handle,handle,"Affordable, lightweight, and excellent handle",0.5719,ROM3P9M7QNTFPK,B1BF83D3D2,VIP
Weight,lightweight,"Affordable, lightweight, and excellent handle",0.5719,ROM3P9M7QNTFPK,B1BF83D3D2,VIP
Durability,quality,Excellent quality,0.5719,RDA7D0WTWS3Y4H,B1BF83D3D2,VIP
Lock,lock,"Heritage brand, good warranty, and excellent lock",0.765,RDA7D0WTWS3Y4H,B1BF83D3D2,VIP
Weight,lightweight,Lightweight and heritage brand,0.0,RK5J42OI6OAFN3,B145916CFD,VIP
Weight,weight,The weight is really impressive,0.5563,RK5J42OI6OAFN3,B145916CFD,VIP
Material,build,"The build quality is good, Affordable",0.4404,RX32UEW9G6SPD2,B145916CFD,VIP
Durability,build quality,"The build quality is good, Affordable",0.4404,RX32UEW9G6SPD2,B145916CFD,VIP
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RX32UEW9G6SPD2,B145916CFD,VIP
Weight,weight,The weight is excellent,0.5719,RX32UEW9G6SPD2,B145916CFD,VIP
Durability,quality,Average quality,0.0,RDPWVBZ7CN0EQW,B145916CFD,VIP
Material,material,"Lightweight which is nice, but material quality",0.2263,RDPWVBZ7CN0EQW,B145916CFD,VIP
Durability,quality,"Lightweight which is nice, but material quality",0.2263,RDPWVBZ7CN0EQW,B145916CFD,VIP
Weight,lightweight,"Lightweight which is nice, but material quality",0.2263,RDPWVBZ7CN0EQW,B145916CFD,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,R03NJBCFA95D7E,B145916CFD,VIP
Material,material,The material quality is really good for this price range,0.4927,R03NJBCFA95D7E,B145916CFD,VIP
Durability,quality,The material quality is really good for this price range,0.4927,R03NJBCFA95D7E,B145916CFD,VIP
Durability,quality,Excellent quality,0.5719,RRAC8CYNL63GAG,B145916CFD,VIP
Weight,lightweight,Good warranty and lightweight,0.4404,RRAC8CYNL63GAG,B145916CFD,VIP
Size & Capacity,compartments,Really impressed with the compartments,0.5256,RRAC8CYNL63GAG,B145916CFD,VIP
Weight,lightweight,Lightweight,0.0,RVASJEVTS1HN6B,B145916CFD,VIP
Handle,handle,The handle impressed me the most,0.4767,RVASJEVTS1HN6B,B145916CFD,VIP
Material,build,"The build quality is good, Heritage brand",0.4404,RTK0RSOGGY5KOV,B145916CFD,VIP
Durability,build quality,"The build quality is good, Heritage brand",0.4404,RTK0RSOGGY5KOV,B145916CFD,VIP
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RTK0RSOGGY5KOV,B145916CFD,VIP
Material,build,The build quality is excellent,0.5719,RTK0RSOGGY5KOV,B145916CFD,VIP
Durability,build quality,The build quality is excellent,0.5719,RTK0RSOGGY5KOV,B145916CFD,VIP
Durability,quality,VIP quality is reliable,0.6166,R03WVPUNWCGBSV,B145916CFD,VIP
Weight,weight,The weight is really impressive,0.5563,RPGIHNFLAYZHUL,B145916CFD,VIP
Material,material,The material feels durable and the material is very smooth,0.0,RKV54C6P1LLH2R,B145916CFD,VIP
Durability,durable,The material feels durable and the material is very smooth,0.0,RKV54C6P1LLH2R,B145916CFD,VIP
Material,build,"The build quality is good, Heritage brand",0.4404,RX496K4O67BXCD,B145916CFD,VIP
Durability,build quality,"The build quality is good, Heritage brand",0.4404,RX496K4O67BXCD,B145916CFD,VIP
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RX496K4O67BXCD,B145916CFD,VIP
Weight,weight,The weight is excellent,0.5719,RX496K4O67BXCD,B145916CFD,VIP
Durability,quality,VIP quality is reliable,0.6166,RRBK9RX647DI3E,B145916CFD,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,R8CLW3JGEQE515,BEEDDE4936,Aristocrat
Wheels,wheels,The wheels quality is really good for this price range,0.4927,R8CLW3JGEQE515,BEEDDE4936,Aristocrat
Durability,quality,The wheels quality is really good for this price range,0.4927,R8CLW3JGEQE515,BEEDDE4936,Aristocrat
Size & Capacity,fits,Fits all airline requirements,0.0,R9L0IJKCU5X0HC,BEEDDE4936,Aristocrat
Material,material,material is of great quality,0.6249,R9L0IJKCU5X0HC,BEEDDE4936,Aristocrat
Durability,quality,material is of great quality,0.6249,R9L0IJKCU5X0HC,BEEDDE4936,Aristocrat
Material,material,The material is even better than my previous bag,0.4404,R31SL7ZX4DE7NQ,BEEDDE4936,Aristocrat
Durability,quality,Great quality for the price,0.6249,RY8UDQDDAQJRTM,BEEDDE4936,Aristocrat
Weight,lightweight,Lightweight,0.0,RY8UDQDDAQJRTM,BEEDDE4936,Aristocrat
Material,material,The material works smoothly,0.0,RY8UDQDDAQJRTM,BEEDDE4936,Aristocrat
Weight,lightweight,Lightweight,0.0,RJDX0PKOVTRPYX,BEEDDE4936,Aristocrat
Material,material,The material feels durable and the weight is very smooth,0.0,RJDX0PKOVTRPYX,BEEDDE4936,Aristocrat
Durability,durable,The material feels durable and the weight is very smooth,0.0,RJDX0PKOVTRPYX,BEEDDE4936,Aristocrat
Weight,weight,The material feels durable and the weight is very smooth,0.0,RJDX0PKOVTRPYX,BEEDDE4936,Aristocrat
Durability,quality,Excellent quality,0.5719,RTJ5ZOOH3YRGHW,BEEDDE4936,Aristocrat
Size & Capacity,fits,Fits all airline requirements,0.0,RTJ5ZOOH3YRGHW,BEEDDE4936,Aristocrat
Weight,lightweight,Lightweight,0.0,RTJ5ZOOH3YRGHW,BEEDDE4936,Aristocrat
Wheels,wheels,wheels is of great quality,0.6249,RTJ5ZOOH3YRGHW,BEEDDE4936,Aristocrat
Durability,quality,wheels is of great quality,0.6249,RTJ5ZOOH3YRGHW,BEEDDE4936,Aristocrat
Material,build,"Lightweight, simple design, and excellent build quality",0.5719,RGYFLQ8XPA95G1,BEEDDE4936,Aristocrat
Durability,build quality,"Lightweight, simple design, and excellent build quality",0.5719,RGYFLQ8XPA95G1,BEEDDE4936,Aristocrat
Weight,lightweight,"Lightweight, simple design, and excellent build quality",0.5719,RGYFLQ8XPA95G1,BEEDDE4936,Aristocrat
Durability,quality,Excellent quality,0.5719,RBAYKIS11D2MRM,BEEDDE4936,Aristocrat
Wheels,wheels,The wheels is even better than my previous bag,0.4404,RBAYKIS11D2MRM,BEEDDE4936,Aristocrat
Weight,lightweight,Lightweight and simple design,0.0,R46VEY0A94XFRI,BEEDDE4936,Aristocrat
Durability,sturdy,Looks premium and feels sturdy,0.0,R46VEY0A94XFRI,BEEDDE4936,Aristocrat
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,R46VEY0A94XFRI,BEEDDE4936,Aristocrat
Durability,quality,The compartments quality is really good for this price range,0.4927,R46VEY0A94XFRI,BEEDDE4936,Aristocrat
Durability,quality,Excellent quality,0.5719,R85Y6Q8SJY5OP9,BEEDDE4936,Aristocrat
Material,build,"The build quality is good, Simple design",0.4404,R85Y6Q8SJY5OP9,BEEDDE4936,Aristocrat
Durability,build quality,"The build quality is good, Simple design",0.4404,R85Y6Q8SJY5OP9,BEEDDE4936,Aristocrat
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,R85Y6Q8SJY5OP9,BEEDDE4936,Aristocrat
Handle,handle,The handle is excellent,0.5719,R85Y6Q8SJY5OP9,BEEDDE4936,Aristocrat
Wheels,wheels,The wheels is even better than my previous bag,0.4404,RF8WXKK2ABKVBL,B942B5AE28,Aristocrat
Material,material,Basic functionality is great but cheap material feel is disappointing,-0.4118,R2S8U8ZF0P7KB7,B942B5AE28,Aristocrat
Zipper,zipper,Lightweight is great but zipper failure is disappointing,-0.802,RGP52F1JOHKK7Q,B942B5AE28,Aristocrat
Weight,lightweight,Lightweight is great but zipper failure is disappointing,-0.802,RGP52F1JOHKK7Q,B942B5AE28,Aristocrat
Durability,quality,Great quality for the price,0.6249,RYSYMMQ8Q6A1DF,B942B5AE28,Aristocrat
Weight,weight,The weight works smoothly,0.0,RYSYMMQ8Q6A1DF,B942B5AE28,Aristocrat
Wheels,wheel,Simple design but wheel quality,0.0,RYQ1S4DJ9DV3UY,B942B5AE28,Aristocrat
Durability,quality,Simple design but wheel quality,0.0,RYQ1S4DJ9DV3UY,B942B5AE28,Aristocrat
Lock,lock,"The lock is okay, nothing extraordinary",0.2263,RYQ1S4DJ9DV3UY,B942B5AE28,Aristocrat
Wheels,wheels,"Basic functionality, simple design, and excellent wheels",0.5719,RU8E6XFWZ73WHC,B942B5AE28,Aristocrat
Material,build,The build quality is really impressive,0.5563,R7KRGI4JWPXEFA,B942B5AE28,Aristocrat
Durability,build quality,The build quality is really impressive,0.5563,R7KRGI4JWPXEFA,B942B5AE28,Aristocrat
Material,material,The material feels durable and the zipper is very smooth,0.0,RKY8RYOZDPPBQU,B942B5AE28,Aristocrat
Zipper,zipper,The material feels durable and the zipper is very smooth,0.0,RKY8RYOZDPPBQU,B942B5AE28,Aristocrat
Durability,durable,The material feels durable and the zipper is very smooth,0.0,RKY8RYOZDPPBQU,B942B5AE28,Aristocrat
Wheels,wheel,Lightweight but wheel quality,0.0,R5QAFS4H6SSGFX,B942B5AE28,Aristocrat
Durability,quality,Lightweight but wheel quality,0.0,R5QAFS4H6SSGFX,B942B5AE28,Aristocrat
Weight,lightweight,Lightweight but wheel quality,0.0,R5QAFS4H6SSGFX,B942B5AE28,Aristocrat
Material,build,"The build quality is okay, nothing extraordinary",0.2263,R5QAFS4H6SSGFX,B942B5AE28,Aristocrat
Durability,build quality,"The build quality is okay, nothing extraordinary",0.2263,R5QAFS4H6SSGFX,B942B5AE28,Aristocrat
Handle,handle,Lightweight is great but handle issues is disappointing,-0.4118,R6XNQXU71SEL8M,B942B5AE28,Aristocrat
Weight,lightweight,Lightweight is great but handle issues is disappointing,-0.4118,R6XNQXU71SEL8M,B942B5AE28,Aristocrat
Durability,quality,Great quality for the price,0.6249,RR1930I6G61PCW,B942B5AE28,Aristocrat
Material,material,The material works smoothly,0.0,RR1930I6G61PCW,B942B5AE28,Aristocrat
Weight,lightweight,Lightweight,0.0,R47LZN9UHJPKHF,B942B5AE28,Aristocrat
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,R47LZN9UHJPKHF,B942B5AE28,Aristocrat
Material,build,build quality quality is commendable,0.0,R47LZN9UHJPKHF,B942B5AE28,Aristocrat
Durability,build quality,build quality quality is commendable,0.0,R47LZN9UHJPKHF,B942B5AE28,Aristocrat
Wheels,wheel,wheel quality though,0.0,RMOTCG06XR3URM,B942B5AE28,Aristocrat
Durability,quality,wheel quality though,0.0,RMOTCG06XR3URM,B942B5AE28,Aristocrat
Handle,handle,The handle is mediocre,0.0,RMOTCG06XR3URM,B942B5AE28,Aristocrat
Handle,handle,The handle is even better than my previous bag,0.4404,R5UESDRBTA3K3O,B942B5AE28,Aristocrat
Material,material,"However, cheap material feel",0.0,RBPH5CH3L16CR3,BB53BAB1B9,Aristocrat
Wheels,wheels,The wheels could be better,0.4404,RBPH5CH3L16CR3,BB53BAB1B9,Aristocrat
Wheels,wheels,The wheels impressed me the most,0.4767,R075RE0DRIMR25,BB53BAB1B9,Aristocrat
Weight,weight,The weight makes it very convenient to use,0.0,RB1ZPPEP69NGPC,BB53BAB1B9,Aristocrat
Wheels,wheel,Most affordable but wheel quality,0.0,RCEGBMXIKVRECJ,BB53BAB1B9,Aristocrat
Durability,quality,Most affordable but wheel quality,0.0,RCEGBMXIKVRECJ,BB53BAB1B9,Aristocrat
Weight,weight,"The weight is okay, nothing extraordinary",0.2263,RCEGBMXIKVRECJ,BB53BAB1B9,Aristocrat
Weight,lightweight,Lightweight,0.0,RKXSJZSB6ZWKHE,BB53BAB1B9,Aristocrat
Material,material,The material is even better than my previous bag,0.4404,RKXSJZSB6ZWKHE,BB53BAB1B9,Aristocrat
Weight,lightweight,Lightweight,0.0,R9ZXQERBKN3DKV,BB53BAB1B9,Aristocrat
Wheels,wheel,"However, wheel quality",0.0,R9ZXQERBKN3DKV,BB53BAB1B9,Aristocrat
Durability,quality,"However, wheel quality",0.0,R9ZXQERBKN3DKV,BB53BAB1B9,Aristocrat
Material,material,The material could be better,0.4404,R9ZXQERBKN3DKV,BB53BAB1B9,Aristocrat
Durability,quality,Average quality,0.0,RXB1761M3J1HA0,BB53BAB1B9,Aristocrat
Zipper,zipper,"Simple design which is nice, but zipper failure",-0.5499,RXB1761M3J1HA0,BB53BAB1B9,Aristocrat
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,R87K9TPZ1J8Q9I,BB53BAB1B9,Aristocrat
Wheels,wheels,wheels quality is commendable,0.0,R87K9TPZ1J8Q9I,BB53BAB1B9,Aristocrat
Durability,quality,wheels quality is commendable,0.0,R87K9TPZ1J8Q9I,BB53BAB1B9,Aristocrat
Durability,durability,Product looks good but poor durability,-0.4939,RNX23VEULJGQPQ,BB53BAB1B9,Aristocrat
Durability,quality,Usable but don't expect premium quality at this price,0.0,RNX23VEULJGQPQ,BB53BAB1B9,Aristocrat
Durability,quality,Excellent quality,0.5719,RJVLCG1J5EWFWB,BB53BAB1B9,Aristocrat
Durability,quality,Aristocrat quality is reliable,0.0,RJVLCG1J5EWFWB,BB53BAB1B9,Aristocrat
Durability,durability,Basic functionality but poor durability,-0.631,R9A44TBIDSECHU,BB53BAB1B9,Aristocrat
Size & Capacity,compartments,"The compartments is okay, nothing extraordinary",0.2263,R9A44TBIDSECHU,BB53BAB1B9,Aristocrat
Lock,lock,Most affordable and the lock is top notch,0.2023,R2MOXQ9WFB76AV,BB53BAB1B9,Aristocrat
Zipper,zipper,zipper failure though,-0.5106,RXF1X889U9W0TE,BB53BAB1B9,Aristocrat
Size & Capacity,compartments,The compartments is mediocre,0.0,RXF1X889U9W0TE,BB53BAB1B9,Aristocrat
Material,material,The material impressed me the most,0.4767,RQ0EI05NMS6XVQ,BA5DCD1573,Aristocrat
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RXV2MEOSFR5HGQ,BA5DCD1573,Aristocrat
Material,material,material quality is commendable,0.0,RXV2MEOSFR5HGQ,BA5DCD1573,Aristocrat
Durability,quality,material quality is commendable,0.0,RXV2MEOSFR5HGQ,BA5DCD1573,Aristocrat
Durability,durability,"However, poor durability",-0.4767,RAGCSTNPEZIKM3,BA5DCD1573,Aristocrat
Material,build,The build quality could be better,0.4404,RAGCSTNPEZIKM3,BA5DCD1573,Aristocrat
Durability,build quality,The build quality could be better,0.4404,RAGCSTNPEZIKM3,BA5DCD1573,Aristocrat
Size & Capacity,compartments,The compartments is even better than my previous bag,0.4404,R0P1Z00V3SFAVY,BA5DCD1573,Aristocrat
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RRBSSS7KN18B85,BA5DCD1573,Aristocrat
Durability,quality,lock quality is commendable,0.0,RRBSSS7KN18B85,BA5DCD1573,Aristocrat
Lock,lock,lock quality is commendable,0.0,RRBSSS7KN18B85,BA5DCD1573,Aristocrat
Durability,sturdy,Looks premium and feels sturdy,0.0,RJP5K7917XFH41,BA5DCD1573,Aristocrat
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,RJP5K7917XFH41,BA5DCD1573,Aristocrat
Durability,quality,The compartments quality is really good for this price range,0.4927,RJP5K7917XFH41,BA5DCD1573,Aristocrat
Durability,quality,Mediocre quality,0.0,RH7U0S3KDZ4PPJ,BA5DCD1573,Aristocrat
Durability,durability,Simple design but poor durability,-0.631,RH7U0S3KDZ4PPJ,BA5DCD1573,Aristocrat
Material,material,"The material is okay, nothing extraordinary",0.2263,RH7U0S3KDZ4PPJ,BA5DCD1573,Aristocrat
Durability,quality,Excellent quality,0.5719,RLSJWS1ZL7P72L,BA5DCD1573,Aristocrat
Handle,handle,"Basic functionality, simple design, and excellent handle",0.5719,RLSJWS1ZL7P72L,BA5DCD1573,Aristocrat
Lock,lock,The lock is even better than my previous bag,0.4404,R0KH5840ACUHGP,BBEC5594B1,Aristocrat
Weight,lightweight,Lightweight and most affordable,0.0,RYRWVTKH861PQI,BBEC5594B1,Aristocrat
Zipper,zipper,Really impressed with the zipper,0.5256,RYRWVTKH861PQI,BBEC5594B1,Aristocrat
Size & Capacity,compartments,The compartments makes it very convenient to use,0.0,ROE545VYBJH4OU,BBEC5594B1,Aristocrat
Material,material,Most affordable is great but cheap material feel is disappointing,-0.3855,R0M3LOUFHW8WLV,BBEC5594B1,Aristocrat
Durability,quality,Great quality for the price,0.6249,RCBHT94OZKFNOT,BBEC5594B1,Aristocrat
Weight,lightweight,Lightweight,0.0,RCBHT94OZKFNOT,BBEC5594B1,Aristocrat
Weight,weight,The weight works smoothly,0.0,RCBHT94OZKFNOT,BBEC5594B1,Aristocrat
Handle,handle,The material feels durable and the handle is very smooth,0.0,RFKI1IJE2XE0JD,BBEC5594B1,Aristocrat
Material,material,The material feels durable and the handle is very smooth,0.0,RFKI1IJE2XE0JD,BBEC5594B1,Aristocrat
Durability,durable,The material feels durable and the handle is very smooth,0.0,RFKI1IJE2XE0JD,BBEC5594B1,Aristocrat
Weight,weight,The weight is really impressive,0.5563,RVF02GVLLSAJHJ,BBEC5594B1,Aristocrat
Material,material,Simple design is great but cheap material feel is disappointing,-0.4118,RSN9081ZQUA1QR,BBEC5594B1,Aristocrat
Durability,quality,Great quality for the price,0.6249,R4S41CRO04BYV5,B91640B2DE,Aristocrat
Material,material,The material works smoothly,0.0,R4S41CRO04BYV5,B91640B2DE,Aristocrat
Size & Capacity,compartments,The compartments makes it very convenient to use,0.0,RZS49CDZN1F0FP,B91640B2DE,Aristocrat
Zipper,zipper,But zipper failure is a concern,-0.6652,ROKPK7YSWNXFSH,B91640B2DE,Aristocrat
Wheels,wheel,Product looks good but wheel quality,0.2382,RZRLGQ9AZHDQDW,B91640B2DE,Aristocrat
Durability,quality,Product looks good but wheel quality,0.2382,RZRLGQ9AZHDQDW,B91640B2DE,Aristocrat
Durability,quality,Usable but don't expect premium quality at this price,0.0,RZRLGQ9AZHDQDW,B91640B2DE,Aristocrat
Wheels,wheel,Product looks good but wheel quality,0.2382,RK6P0N17UXHVDH,B91640B2DE,Aristocrat
Durability,quality,Product looks good but wheel quality,0.2382,RK6P0N17UXHVDH,B91640B2DE,Aristocrat
Durability,quality,Usable but don't expect premium quality at this price,0.0,RK6P0N17UXHVDH,B91640B2DE,Aristocrat
Weight,lightweight,Lightweight,0.0,RYRG29D2FF5L6B,B91640B2DE,Aristocrat
Weight,weight,The weight impressed me the most,0.4767,RYRG29D2FF5L6B,B91640B2DE,Aristocrat
Zipper,zipper,Product looks good but zipper failure,-0.5423,RIO1ZM4LCVHFWJ,B91640B2DE,Aristocrat
Weight,lightweight,Lightweight saves it somewhat,0.0,RIO1ZM4LCVHFWJ,B91640B2DE,Aristocrat
Durability,quality,Usable but don't expect premium quality at this price,0.0,RIO1ZM4LCVHFWJ,B91640B2DE,Aristocrat
Weight,lightweight,Lightweight,0.0,R541MPW57GN79H,B91640B2DE,Aristocrat
Wheels,wheel,But I noticed wheel quality after a few uses,0.0,R541MPW57GN79H,B91640B2DE,Aristocrat
Durability,quality,But I noticed wheel quality after a few uses,0.0,R541MPW57GN79H,B91640B2DE,Aristocrat
Handle,handle,The handle started fine but degraded,-0.5106,R541MPW57GN79H,B91640B2DE,Aristocrat
Lock,lock,The lock impressed me the most,0.4767,RSAJXXO9ZJCUBZ,B91640B2DE,Aristocrat
Durability,durability,Lightweight but poor durability,-0.631,RZG4C4EPZL4J4X,B91640B2DE,Aristocrat
Weight,lightweight,Lightweight but poor durability,-0.631,RZG4C4EPZL4J4X,B91640B2DE,Aristocrat
Handle,handle,"The handle is okay, nothing extraordinary",0.2263,RZG4C4EPZL4J4X,B91640B2DE,Aristocrat
